real,imag
1.3354594943257734e+03,0.0000000000000000e+00
1.3354137100227106e+03,0.0000000000000000e+00
1.3338619752890036e+03,0.0000000000000000e+00
1.3338163286980136e+03,0.0000000000000000e+00
1.3312677451419952e+03,0.0000000000000000e+00
1.3312223221832739e+03,0.0000000000000000e+00
1.3277764986944205e+03,0.0000000000000000e+00
1.3277313766941065e+03,0.0000000000000000e+00
1.3235224025893663e+03,0.0000000000000000e+00
1.3234776473079287e+03,0.0000000000000000e+00
1.3186689393544134e+03,0.0000000000000000e+00
1.3186246024595271e+03,0.0000000000000000e+00
1.3134026248598220e+03,0.0000000000000000e+00
1.3133587419407977e+03,0.0000000000000000e+00
1.3079258406182473e+03,0.0000000000000000e+00
1.3078824298183554e+03,0.0000000000000000e+00
1.3024490563766678e+03,0.0000000000000000e+00
1.3024061176959153e+03,0.0000000000000000e+00
1.2971827418820756e+03,0.0000000000000000e+00
1.2971402571771798e+03,0.0000000000000000e+00
1.2923292786471202e+03,0.0000000000000000e+00
1.2922872123287830e+03,0.0000000000000000e+00
1.2880751825420632e+03,0.0000000000000000e+00
1.2880334829425967e+03,0.0000000000000000e+00
1.2845839360944885e+03,0.0000000000000000e+00
1.2845425374534320e+03,0.0000000000000000e+00
1.2803511496139922e+03,0.0000000000000000e+00
1.2803921869107116e+03,0.0000000000000000e+00
1.2819485309386916e+03,0.0000000000000000e+00
1.2819897059474802e+03,0.0000000000000000e+00
1.0886771443866107e+03,0.0000000000000000e+00
1.0885872639801137e+03,0.0000000000000000e+00
1.0877369687022156e+03,0.0000000000000000e+00
1.0876472964367215e+03,0.0000000000000000e+00
1.0862102062362858e+03,0.0000000000000000e+00
1.0861208719734370e+03,0.0000000000000000e+00
1.0841555296141753e+03,0.0000000000000000e+00
1.0840666502263628e+03,0.0000000000000000e+00
1.0816518989061817e+03,0.0000000000000000e+00
1.0815635737852099e+03,0.0000000000000000e+00
1.0787955272363636e+03,0.0000000000000000e+00
1.0787078344738691e+03,0.0000000000000000e+00
1.0756961833661348e+03,0.0000000000000000e+00
1.0756091767525661e+03,0.0000000000000000e+00
