real,imag
5.2379207222334453e+03,0.0000000000000000e+00
5.2378784628893382e+03,0.0000000000000000e+00
5.2363029605256434e+03,0.0000000000000000e+00
5.2362607326483467e+03,0.0000000000000000e+00
5.2336758580645637e+03,0.0000000000000000e+00
5.2336336812866039e+03,0.0000000000000000e+00
5.2301403729245312e+03,0.0000000000000000e+00
5.2300982649147045e+03,0.0000000000000000e+00
5.2258323718167339e+03,0.0000000000000000e+00
5.2257903476011325e+03,0.0000000000000000e+00
5.2209174088077698e+03,0.0000000000000000e+00
5.2208754801923033e+03,0.0000000000000000e+00
5.2155843631697662e+03,0.0000000000000000e+00
5.2155425382864914e+03,0.0000000000000000e+00
5.2100381808557368e+03,0.0000000000000000e+00
5.2099964638503470e+03,0.0000000000000000e+00
5.2044919985417246e+03,0.0000000000000000e+00
5.2044503894142163e+03,0.0000000000000000e+00
5.1991589529037337e+03,0.0000000000000000e+00
5.1991174475084172e+03,0.0000000000000000e+00
5.1942439898947596e+03,0.0000000000000000e+00
5.1942025800995798e+03,0.0000000000000000e+00
5.1821144648113395e+03,0.0000000000000000e+00
5.1821556394780000e+03,0.0000000000000000e+00
5.1837321950523456e+03,0.0000000000000000e+00
5.1837734011858229e+03,0.0000000000000000e+00
5.1899359887869396e+03,0.0000000000000000e+00
5.1898946627859850e+03,0.0000000000000000e+00
5.1863592464140638e+03,0.0000000000000000e+00
5.1864005036468798e+03,0.0000000000000000e+00
4.3072086774972213e+03,0.0000000000000000e+00
4.3071257937836954e+03,0.0000000000000000e+00
4.3062146531933840e+03,0.0000000000000000e+00
4.3061318187716170e+03,0.0000000000000000e+00
4.3046004453145006e+03,0.0000000000000000e+00
4.3045176909381908e+03,0.0000000000000000e+00
4.3024280869640288e+03,0.0000000000000000e+00
4.3023454403107971e+03,0.0000000000000000e+00
4.2997810606551493e+03,0.0000000000000000e+00
4.2996985452628642e+03,0.0000000000000000e+00
4.2967610901244225e+03,0.0000000000000000e+00
4.2966787244866719e+03,0.0000000000000000e+00
4.2934842311457578e+03,0.0000000000000000e+00
4.2934020280011437e+03,0.0000000000000000e+00
4.2900764115719858e+03,0.0000000000000000e+00
4.2899943774145904e+03,0.0000000000000000e+00
4.2866685919982310e+03,0.0000000000000000e+00
4.2865867268280572e+03,0.0000000000000000e+00
4.2833917330195718e+03,0.0000000000000000e+00
