real,imag
9.9997917737569375e-01,0.0000000000000000e+00
1.0000187021575631e+00,0.0000000000000000e+00
9.9998129784244361e-01,0.0000000000000000e+00
1.0000164173309762e+00,0.0000000000000000e+00
9.9998358266903276e-01,0.0000000000000000e+00
1.0000143140116959e+00,0.0000000000000000e+00
9.9998568598830517e-01,0.0000000000000000e+00
1.0000128755239082e+00,0.0000000000000000e+00
9.9998712447610505e-01,0.0000000000000000e+00
1.0000112691230734e+00,0.0000000000000000e+00
9.9998873087693030e-01,0.0000000000000000e+00
1.0000098544993627e+00,0.0000000000000000e+00
9.9999014550064302e-01,0.0000000000000000e+00
1.0000088775878926e+00,0.0000000000000000e+00
9.9999112241210419e-01,0.0000000000000000e+00
1.0000077466873110e+00,0.0000000000000000e+00
9.9999225331269703e-01,0.0000000000000000e+00
1.0000067946116158e+00,0.0000000000000000e+00
9.9999320538839087e-01,0.0000000000000000e+00
1.0000061304447445e+00,0.0000000000000000e+00
9.9999386955525593e-01,0.0000000000000000e+00
1.0000053332166239e+00,0.0000000000000000e+00
9.9999466678337834e-01,0.0000000000000000e+00
1.0000046920392780e+00,0.0000000000000000e+00
9.9999530796073288e-01,0.0000000000000000e+00
1.0000042400046050e+00,0.0000000000000000e+00
9.9999575999539736e-01,0.0000000000000000e+00
1.0000036772173089e+00,0.0000000000000000e+00
9.9999632278269490e-01,0.0000000000000000e+00
1.0000032451590306e+00,0.0000000000000000e+00
9.9999675484097006e-01,0.0000000000000000e+00
1.0000029371673442e+00,0.0000000000000000e+00
9.9999706283265888e-01,0.0000000000000000e+00
1.0000025393133591e+00,0.0000000000000000e+00
9.9999746068664708e-01,0.0000000000000000e+00
1.0000022480105608e+00,0.0000000000000000e+00
9.9999775198944263e-01,0.0000000000000000e+00
1.0000020379330803e+00,0.0000000000000000e+00
9.9999796206691793e-01,0.0000000000000000e+00
1.0000017562674104e+00,0.0000000000000000e+00
9.9999824373258983e-01,0.0000000000000000e+00
1.0000015597664524e+00,0.0000000000000000e+00
9.9999844023354545e-01,0.0000000000000000e+00
1.0000014163186424e+00,0.0000000000000000e+00
9.9999858368136874e-01,0.0000000000000000e+00
1.0000012166145433e+00,0.0000000000000000e+00
9.9999878338544712e-01,0.0000000000000000e+00
1.0000010840033533e+00,0.0000000000000000e+00
9.9999891599664537e-01,0.0000000000000000e+00
1.0000009859453673e+00,0.0000000000000000e+00
9.9999901405463998e-01,0.0000000000000000e+00
1.0000008441395201e+00,0.0000000000000000e+00
9.9999915586047716e-01,0.0000000000000000e+00
1.0000007546099152e+00,0.0000000000000000e+00
9.9999924539009277e-01,0.0000000000000000e+00
1.0000006875061100e+00,0.0000000000000000e+00
9.9999931249388685e-01,0.0000000000000000e+00
1.0000005866583852e+00,0.0000000000000000e+00
9.9999941334161013e-01,0.0000000000000000e+00
1.0000005261944016e+00,0.0000000000000000e+00
9.9999947380560728e-01,0.0000000000000000e+00
1.0000004802231355e+00,0.0000000000000000e+00
9.9999951977686152e-01,0.0000000000000000e+00
1.0000004083919443e+00,0.0000000000000000e+00
9.9999959160805951e-01,0.0000000000000000e+00
1.0000003675468803e+00,0.0000000000000000e+00
9.9999963245312695e-01,0.0000000000000000e+00
1.0000003360185812e+00,0.0000000000000000e+00
9.9999966398142259e-01,0.0000000000000000e+00
1.0000002847743541e+00,0.0000000000000000e+00
9.9999971522564324e-01,0.0000000000000000e+00
1.0000002571774878e+00,0.0000000000000000e+00
9.9999974282251336e-01,0.0000000000000000e+00
1.0000002355309507e+00,0.0000000000000000e+00
9.9999976446905015e-01,0.0000000000000000e+00
1.0000001989149361e+00,0.0000000000000000e+00
9.9999980108506492e-01,0.0000000000000000e+00
1.0000001802675880e+00,0.0000000000000000e+00
9.9999981973241747e-01,0.0000000000000000e+00
1.0000001653894584e+00,0.0000000000000000e+00
9.9999983461054798e-01,0.0000000000000000e+00
1.0000001391834508e+00,0.0000000000000000e+00
9.9999986081654557e-01,0.0000000000000000e+00
1.0000001265836074e+00,0.0000000000000000e+00
9.9999987341638996e-01,0.0000000000000000e+00
1.0000001163464942e+00,0.0000000000000000e+00
9.9999988365351022e-01,0.0000000000000000e+00
1.0000000975601151e+00,0.0000000000000000e+00
9.9999990243988679e-01,0.0000000000000000e+00
1.0000000890477543e+00,0.0000000000000000e+00
9.9999991095225393e-01,0.0000000000000000e+00
1.0000000819963952e+00,0.0000000000000000e+00
9.9999991800360744e-01,0.0000000000000000e+00
1.0000000685065558e+00,0.0000000000000000e+00
9.9999993149344557e-01,0.0000000000000000e+00
1.0000000627573233e+00,0.0000000000000000e+00
9.9999993724267733e-01,0.0000000000000000e+00
1.0000000578951689e+00,0.0000000000000000e+00
9.9999994210482557e-01,0.0000000000000000e+00
1.0000000481922950e+00,0.0000000000000000e+00
9.9999995180770673e-01,0.0000000000000000e+00
1.0000000443110488e+00,0.0000000000000000e+00
9.9999995568895705e-01,0.0000000000000000e+00
1.0000000409549146e+00,0.0000000000000000e+00
9.9999995904508199e-01,0.0000000000000000e+00
1.0000000339640220e+00,0.0000000000000000e+00
1.0000000313455357e+00,0.0000000000000000e+00
9.9999996603598307e-01,0.0000000000000000e+00
1.0000000290265589e+00,0.0000000000000000e+00
9.9999996865446683e-01,0.0000000000000000e+00
9.9999997097344262e-01,0.0000000000000000e+00
1.0000000239809694e+00,0.0000000000000000e+00
9.9999997601903690e-01,0.0000000000000000e+00
1.0000000222159688e+00,0.0000000000000000e+00
9.9999997778403338e-01,0.0000000000000000e+00
1.0000000206120159e+00,0.0000000000000000e+00
9.9999997938798624e-01,0.0000000000000000e+00
1.0000000169640821e+00,0.0000000000000000e+00
9.9999998303591897e-01,0.0000000000000000e+00
1.0000000157757514e+00,0.0000000000000000e+00
9.9999998422424619e-01,0.0000000000000000e+00
1.0000000146652679e+00,0.0000000000000000e+00
9.9999998533473466e-01,0.0000000000000000e+00
9.9999998797680800e-01,0.0000000000000000e+00
9.9999998877569229e-01,0.0000000000000000e+00
1.0000000120231958e+00,0.0000000000000000e+00
1.0000000112243117e+00,0.0000000000000000e+00
9.9999998954525782e-01,0.0000000000000000e+00
1.0000000104547375e+00,0.0000000000000000e+00
1.0000000085377778e+00,0.0000000000000000e+00
1.0000000080017124e+00,0.0000000000000000e+00
9.9999999146222351e-01,0.0000000000000000e+00
1.0000000074679096e+00,0.0000000000000000e+00
9.9999999199828815e-01,0.0000000000000000e+00
9.9999999253208771e-01,0.0000000000000000e+00
1.0000000060745522e+00,0.0000000000000000e+00
9.9999999392544636e-01,0.0000000000000000e+00
1.0000000057156917e+00,0.0000000000000000e+00
9.9999999428430630e-01,0.0000000000000000e+00
9.9999999465489686e-01,0.0000000000000000e+00
1.0000000053451044e+00,0.0000000000000000e+00
1.0000000043304942e+00,0.0000000000000000e+00
1.0000000040909669e+00,0.0000000000000000e+00
1.0000000038334798e+00,0.0000000000000000e+00
9.9999999566950493e-01,0.0000000000000000e+00
9.9999999590903543e-01,0.0000000000000000e+00
9.9999999616652335e-01,0.0000000000000000e+00
1.0000000030933103e+00,0.0000000000000000e+00
1.0000000029340190e+00,0.0000000000000000e+00
1.0000000027549709e+00,0.0000000000000000e+00
9.9999999690669128e-01,0.0000000000000000e+00
9.9999999706598319e-01,0.0000000000000000e+00
9.9999999724502897e-01,0.0000000000000000e+00
1.0000000022140112e+00,0.0000000000000000e+00
1.0000000021085633e+00,0.0000000000000000e+00
1.0000000019839748e+00,0.0000000000000000e+00
9.9999999778598225e-01,0.0000000000000000e+00
9.9999999789143634e-01,0.0000000000000000e+00
9.9999999801602069e-01,0.0000000000000000e+00
1.0000000015878785e+00,0.0000000000000000e+00
1.0000000015184742e+00,0.0000000000000000e+00
9.9999999841212373e-01,0.0000000000000000e+00
9.9999999848153354e-01,0.0000000000000000e+00
9.9999999856827837e-01,0.0000000000000000e+00
1.0000000014317281e+00,0.0000000000000000e+00
1.0000000011411476e+00,0.0000000000000000e+00
1.0000000010957963e+00,0.0000000000000000e+00
1.0000000010353636e+00,0.0000000000000000e+00
9.9999999885885416e-01,0.0000000000000000e+00
9.9999999890420654e-01,0.0000000000000000e+00
9.9999999896463554e-01,0.0000000000000000e+00
1.0000000008217915e+00,0.0000000000000000e+00
1.0000000007924343e+00,0.0000000000000000e+00
1.0000000007503147e+00,0.0000000000000000e+00
9.9999999917820859e-01,0.0000000000000000e+00
9.9999999920756788e-01,0.0000000000000000e+00
9.9999999924968663e-01,0.0000000000000000e+00
1.0000000005930403e+00,0.0000000000000000e+00
1.0000000005742666e+00,0.0000000000000000e+00
1.0000000005449059e+00,0.0000000000000000e+00
9.9999999940696249e-01,0.0000000000000000e+00
9.9999999942573436e-01,0.0000000000000000e+00
9.9999999945510032e-01,0.0000000000000000e+00
1.0000000004288678e+00,0.0000000000000000e+00
1.0000000004170519e+00,0.0000000000000000e+00
1.0000000003965790e+00,0.0000000000000000e+00
9.9999999957114227e-01,0.0000000000000000e+00
9.9999999958295405e-01,0.0000000000000000e+00
9.9999999960342745e-01,0.0000000000000000e+00
1.0000000003107916e+00,0.0000000000000000e+00
1.0000000003035252e+00,0.0000000000000000e+00
1.0000000002892511e+00,0.0000000000000000e+00
9.9999999968921138e-01,0.0000000000000000e+00
9.9999999969647468e-01,0.0000000000000000e+00
9.9999999971075526e-01,0.0000000000000000e+00
1.0000000002257079e+00,0.0000000000000000e+00
1.0000000002213814e+00,0.0000000000000000e+00
1.0000000002114287e+00,0.0000000000000000e+00
9.9999999977429554e-01,0.0000000000000000e+00
9.9999999977862264e-01,0.0000000000000000e+00
9.9999999978857823e-01,0.0000000000000000e+00
1.0000000001642688e+00,0.0000000000000000e+00
1.0000000001618201e+00,0.0000000000000000e+00
1.0000000001548821e+00,0.0000000000000000e+00
9.9999999983573495e-01,0.0000000000000000e+00
9.9999999983818366e-01,0.0000000000000000e+00
9.9999999984512244e-01,0.0000000000000000e+00
1.0000000001198155e+00,0.0000000000000000e+00
1.0000000001185454e+00,0.0000000000000000e+00
1.0000000001137097e+00,0.0000000000000000e+00
9.9999999988019384e-01,0.0000000000000000e+00
9.9999999988146371e-01,0.0000000000000000e+00
9.9999999988629529e-01,0.0000000000000000e+00
1.0000000000875782e+00,0.0000000000000000e+00
1.0000000000870297e+00,0.0000000000000000e+00
1.0000000000836688e+00,0.0000000000000000e+00
9.9999999991242672e-01,0.0000000000000000e+00
9.9999999991297561e-01,0.0000000000000000e+00
9.9999999991634048e-01,0.0000000000000000e+00
1.0000000000617024e+00,0.0000000000000000e+00
1.0000000000641571e+00,0.0000000000000000e+00
1.0000000000640370e+00,0.0000000000000000e+00
9.9999999993830790e-01,0.0000000000000000e+00
9.9999999993596955e-01,0.0000000000000000e+00
9.9999999993584976e-01,0.0000000000000000e+00
1.0000000000456029e+00,0.0000000000000000e+00
1.0000000000472231e+00,0.0000000000000000e+00
1.0000000000471023e+00,0.0000000000000000e+00
9.9999999995440747e-01,0.0000000000000000e+00
9.9999999995278210e-01,0.0000000000000000e+00
9.9999999995290345e-01,0.0000000000000000e+00
1.0000000000349052e+00,0.0000000000000000e+00
1.0000000000346603e+00,0.0000000000000000e+00
1.0000000000337825e+00,0.0000000000000000e+00
9.9999999996510547e-01,0.0000000000000000e+00
9.9999999996535027e-01,0.0000000000000000e+00
9.9999999996622890e-01,0.0000000000000000e+00
1.0000000000258555e+00,0.0000000000000000e+00
1.0000000000255584e+00,0.0000000000000000e+00
1.0000000000250793e+00,0.0000000000000000e+00
9.9999999997415367e-01,0.0000000000000000e+00
9.9999999997444933e-01,0.0000000000000000e+00
9.9999999997492683e-01,0.0000000000000000e+00
1.0000000000191960e+00,0.0000000000000000e+00
1.0000000000188916e+00,0.0000000000000000e+00
1.0000000000186606e+00,0.0000000000000000e+00
9.9999999998081368e-01,0.0000000000000000e+00
9.9999999998111744e-01,0.0000000000000000e+00
9.9999999998134304e-01,0.0000000000000000e+00
1.0000000000142835e+00,0.0000000000000000e+00
1.0000000000139935e+00,0.0000000000000000e+00
1.0000000000139162e+00,0.0000000000000000e+00
9.9999999998572275e-01,0.0000000000000000e+00
9.9999999998601208e-01,0.0000000000000000e+00
9.9999999998608413e-01,0.0000000000000000e+00
1.0000000000106546e+00,0.0000000000000000e+00
1.0000000000103888e+00,0.0000000000000000e+00
1.0000000000104026e+00,0.0000000000000000e+00
9.9999999998935152e-01,0.0000000000000000e+00
9.9999999998961675e-01,0.0000000000000000e+00
9.9999999998959876e-01,0.0000000000000000e+00
1.0000000000079616e+00,0.0000000000000000e+00
1.0000000000077303e+00,0.0000000000000000e+00
1.0000000000077958e+00,0.0000000000000000e+00
9.9999999999204081e-01,0.0000000000000000e+00
9.9999999999227152e-01,0.0000000000000000e+00
9.9999999999220823e-01,0.0000000000000000e+00
1.0000000000059655e+00,0.0000000000000000e+00
1.0000000000057643e+00,0.0000000000000000e+00
1.0000000000058513e+00,0.0000000000000000e+00
9.9999999999403777e-01,0.0000000000000000e+00
9.9999999999423816e-01,0.0000000000000000e+00
9.9999999999414757e-01,0.0000000000000000e+00
1.0000000000044811e+00,0.0000000000000000e+00
1.0000000000043099e+00,0.0000000000000000e+00
1.0000000000044060e+00,0.0000000000000000e+00
9.9999999999552236e-01,0.0000000000000000e+00
9.9999999999569256e-01,0.0000000000000000e+00
9.9999999999559608e-01,0.0000000000000000e+00
1.0000000000033731e+00,0.0000000000000000e+00
1.0000000000032292e+00,0.0000000000000000e+00
1.0000000000033249e+00,0.0000000000000000e+00
9.9999999999677347e-01,0.0000000000000000e+00
9.9999999999662992e-01,0.0000000000000000e+00
9.9999999999667766e-01,0.0000000000000000e+00
1.0000000000024245e+00,0.0000000000000000e+00
1.0000000000025437e+00,0.0000000000000000e+00
1.0000000000025142e+00,0.0000000000000000e+00
9.9999999999757638e-01,0.0000000000000000e+00
9.9999999999745648e-01,0.0000000000000000e+00
9.9999999999748868e-01,0.0000000000000000e+00
1.0000000000018239e+00,0.0000000000000000e+00
1.0000000000019231e+00,0.0000000000000000e+00
1.0000000000019071e+00,0.0000000000000000e+00
9.9999999999817413e-01,0.0000000000000000e+00
9.9999999999807632e-01,0.0000000000000000e+00
9.9999999999809575e-01,0.0000000000000000e+00
1.0000000000013780e+00,0.0000000000000000e+00
1.0000000000014593e+00,0.0000000000000000e+00
1.0000000000014488e+00,0.0000000000000000e+00
9.9999999999862621e-01,0.0000000000000000e+00
9.9999999999855316e-01,0.0000000000000000e+00
9.9999999999854461e-01,0.0000000000000000e+00
1.0000000000010436e+00,0.0000000000000000e+00
1.0000000000011084e+00,0.0000000000000000e+00
1.0000000000011013e+00,0.0000000000000000e+00
9.9999999999896039e-01,0.0000000000000000e+00
9.9999999999889222e-01,0.0000000000000000e+00
9.9999999999889755e-01,0.0000000000000000e+00
1.0000000000008447e+00,0.0000000000000000e+00
1.0000000000008420e+00,0.0000000000000000e+00
1.0000000000007887e+00,0.0000000000000000e+00
9.9999999999921063e-01,0.0000000000000000e+00
9.9999999999915812e-01,0.0000000000000000e+00
9.9999999999915956e-01,0.0000000000000000e+00
9.9999999999935951e-01,0.0000000000000000e+00
9.9999999999940192e-01,0.0000000000000000e+00
1.0000000000006435e+00,0.0000000000000000e+00
1.0000000000005997e+00,0.0000000000000000e+00
1.0000000000006433e+00,0.0000000000000000e+00
9.9999999999935818e-01,0.0000000000000000e+00
1.0000000000004554e+00,0.0000000000000000e+00
1.0000000000004934e+00,0.0000000000000000e+00
1.0000000000004918e+00,0.0000000000000000e+00
9.9999999999954647e-01,0.0000000000000000e+00
9.9999999999950473e-01,0.0000000000000000e+00
9.9999999999950628e-01,0.0000000000000000e+00
1.0000000000003479e+00,0.0000000000000000e+00
1.0000000000003784e+00,0.0000000000000000e+00
1.0000000000003766e+00,0.0000000000000000e+00
9.9999999999962152e-01,0.0000000000000000e+00
9.9999999999961942e-01,0.0000000000000000e+00
9.9999999999965106e-01,0.0000000000000000e+00
1.0000000000002940e+00,0.0000000000000000e+00
1.0000000000002918e+00,0.0000000000000000e+00
1.0000000000002680e+00,0.0000000000000000e+00
9.9999999999970746e-01,0.0000000000000000e+00
9.9999999999970968e-01,0.0000000000000000e+00
9.9999999999973421e-01,0.0000000000000000e+00
1.0000000000002258e+00,0.0000000000000000e+00
9.9999999999977163e-01,0.0000000000000000e+00
9.9999999999977440e-01,0.0000000000000000e+00
9.9999999999979527e-01,0.0000000000000000e+00
1.0000000000002234e+00,0.0000000000000000e+00
1.0000000000002052e+00,0.0000000000000000e+00
1.0000000000001574e+00,0.0000000000000000e+00
1.0000000000001719e+00,0.0000000000000000e+00
1.0000000000001754e+00,0.0000000000000000e+00
9.9999999999982425e-01,0.0000000000000000e+00
9.9999999999982736e-01,0.0000000000000000e+00
9.9999999999984213e-01,0.0000000000000000e+00
1.0000000000001341e+00,0.0000000000000000e+00
1.0000000000001354e+00,0.0000000000000000e+00
1.0000000000001197e+00,0.0000000000000000e+00
9.9999999999986289e-01,0.0000000000000000e+00
9.9999999999986633e-01,0.0000000000000000e+00
1.0000000000001048e+00,0.0000000000000000e+00
9.9999999999987832e-01,0.0000000000000000e+00
1.0000000000001090e+00,0.0000000000000000e+00
1.0000000000000941e+00,0.0000000000000000e+00
1.0000000000000813e+00,0.0000000000000000e+00
1.0000000000000742e+00,0.0000000000000000e+00
9.9999999999990419e-01,0.0000000000000000e+00
9.9999999999989586e-01,0.0000000000000000e+00
9.9999999999989408e-01,0.0000000000000000e+00
1.0000000000000662e+00,0.0000000000000000e+00
9.9999999999991729e-01,0.0000000000000000e+00
1.0000000000000557e+00,0.0000000000000000e+00
1.0000000000000626e+00,0.0000000000000000e+00
9.9999999999992739e-01,0.0000000000000000e+00
9.9999999999991651e-01,0.0000000000000000e+00
1.0000000000000484e+00,0.0000000000000000e+00
9.9999999999993339e-01,0.0000000000000000e+00
1.0000000000000422e+00,0.0000000000000000e+00
9.9999999999993272e-01,0.0000000000000000e+00
9.9999999999994538e-01,0.0000000000000000e+00
9.9999999999994826e-01,0.0000000000000000e+00
1.0000000000000440e+00,0.0000000000000000e+00
1.0000000000000371e+00,0.0000000000000000e+00
1.0000000000000329e+00,0.0000000000000000e+00
9.9999999999995426e-01,0.0000000000000000e+00
9.9999999999994738e-01,0.0000000000000000e+00
9.9999999999996014e-01,0.0000000000000000e+00
1.0000000000000318e+00,0.0000000000000000e+00
1.0000000000000275e+00,0.0000000000000000e+00
9.9999999999996858e-01,0.0000000000000000e+00
9.9999999999996281e-01,0.0000000000000000e+00
1.0000000000000329e+00,0.0000000000000000e+00
1.0000000000000238e+00,0.0000000000000000e+00
1.0000000000000182e+00,0.0000000000000000e+00
9.9999999999997513e-01,0.0000000000000000e+00
9.9999999999997613e-01,0.0000000000000000e+00
9.9999999999997213e-01,0.0000000000000000e+00
1.0000000000000251e+00,0.0000000000000000e+00
1.0000000000000173e+00,0.0000000000000000e+00
1.0000000000000178e+00,0.0000000000000000e+00
9.9999999999997535e-01,0.0000000000000000e+00
9.9999999999997768e-01,0.0000000000000000e+00
1.0000000000000180e+00,0.0000000000000000e+00
1.0000000000000131e+00,0.0000000000000000e+00
9.9999999999999822e-01,0.0000000000000000e+00
1.0000000000000133e+00,0.0000000000000000e+00
9.9999999999999567e-01,0.0000000000000000e+00
9.9999999999999845e-01,0.0000000000000000e+00
1.0000000000000024e+00,0.0000000000000000e+00
1.0000000000000002e+00,0.0000000000000000e+00
1.0000000000000084e+00,0.0000000000000000e+00
1.0000000000000073e+00,0.0000000000000000e+00
1.0000000000000051e+00,0.0000000000000000e+00
9.9999999999999289e-01,0.0000000000000000e+00
9.9999999999998113e-01,0.0000000000000000e+00
1.0000000000000095e+00,0.0000000000000000e+00
9.9999999999998446e-01,0.0000000000000000e+00
